timestamp,batch_id,mold_id,molding_machine_id,sand_moisture,permeability,green_strength,compactability
2026-02-28 18:54:38,BATCH-20260301-0001,MOLD-0001,MOLDING_LINE_2,4.2472407130841745,0.8802857225639664,123.1993941811405,41.97316968394073
2026-03-01 01:05:05,BATCH-20260301-0002,MOLD-0002,MOLDING_LINE_3,2.9361118426546193,0.562397808134481,55.80836121681995,47.3235229154987
2026-02-28 20:01:33,BATCH-20260301-0003,MOLD-0003,MOLDING_LINE_1,5.606690070459253,0.7832290311184182,52.05844942958024,49.39819704323989
2026-03-01 03:43:16,BATCH-20260301-0004,MOLD-0004,MOLDING_LINE_3,6.99465584480253,0.5849356442713105,68.18249672071006,33.66809019706868
2026-03-01 13:46:55,BATCH-20260301-0005,MOLD-0005,MOLDING_LINE_3,3.8254534577572263,0.7099025726528951,93.19450186421157,35.82458280396084
2026-03-01 10:32:10,BATCH-20260301-0006,MOLD-0006,MOLDING_LINE_1,5.671117368334277,0.5557975442608167,79.21446485352182,37.327236865873836
2026-03-01 08:56:06,BATCH-20260301-0007,MOLD-0007,MOLDING_LINE_1,4.736419905302215,0.8140703845572055,69.96737821583598,40.28468876827223
2026-03-01 07:48:55,BATCH-20260301-0008,MOLD-0008,MOLDING_LINE_2,5.554487413172255,0.5185801650879991,110.75448519014384,33.41048247374583
2026-03-01 09:44:53,BATCH-20260301-0009,MOLD-0009,MOLDING_LINE_2,2.390309557911677,0.8795542149013333,146.56320330745592,46.167946962329225
2026-03-01 07:38:38,BATCH-20260301-0010,MOLD-0010,MOLDING_LINE_2,3.8276826150402243,0.5390688456025535,118.42330265121569,38.80304987479202
2026-03-01 05:59:06,BATCH-20260301-0011,MOLD-0011,MOLDING_LINE_3,2.732229409068673,0.6980707640445081,53.43885211152184,48.186408041575646
2026-03-01 21:42:52,BATCH-20260301-0012,MOLD-0012,MOLDING_LINE_3,3.5526798896001015,0.7650089137415927,81.1711076089411,40.40136042355621
2026-03-01 13:33:01,BATCH-20260301-0013,MOLD-0013,MOLDING_LINE_3,5.280261676059678,0.5739417822102109,146.95846277645586,45.502656467222295
2026-03-01 15:13:32,BATCH-20260301-0014,MOLD-0014,MOLDING_LINE_3,7.6369936493851345,0.8579309401710595,109.78999788110852,48.437484700462335
2026-03-01 13:48:24,BATCH-20260301-0015,MOLD-0015,MOLDING_LINE_1,2.5309550123115168,0.578393144967658,54.52272889105381,36.506606615265284
2026-02-28 14:07:06,BATCH-20260301-0016,MOLD-0016,MOLDING_LINE_1,4.332063738136892,0.6085396127095584,132.87375091519294,37.135066533871786
2026-03-01 02:12:43,BATCH-20260301-0017,MOLD-0017,MOLDING_LINE_2,3.6856070581242846,0.7170784332632993,64.09242249747626,46.043939615080795
2026-03-01 06:50:39,BATCH-20260301-0018,MOLD-0018,MOLDING_LINE_3,2.447303862078625,0.8947547746402069,127.22447692966574,33.97431363068345
2026-03-01 00:15:42,BATCH-20260301-0019,MOLD-0019,MOLDING_LINE_1,2.0331327027416144,0.8261845713819337,120.68573438476172,44.58014336081975
2026-02-28 21:08:20,BATCH-20260301-0020,MOLD-0020,MOLDING_LINE_2,6.627622080115675,0.5296178606936361,85.84657285442725,32.317381190502594
2026-03-01 02:26:03,BATCH-20260301-0021,MOLD-0021,MOLDING_LINE_3,7.178620555253561,0.7493192507310231,83.08980248526493,31.27116700572047
2026-02-28 16:12:24,BATCH-20260301-0022,MOLD-0022,MOLDING_LINE_2,3.865893930293973,0.6300733288106988,122.96061783380641,42.75114942710427
2026-02-28 22:08:29,BATCH-20260301-0023,MOLD-0023,MOLDING_LINE_3,7.323276455457959,0.6888859700647797,61.95942459383017,44.2648957444599
2026-02-28 22:23:44,BATCH-20260301-0024,MOLD-0024,MOLDING_LINE_1,6.564710291701385,0.7245108790277985,127.0967179954561,39.87591192728782
2026-02-28 14:04:42,BATCH-20260301-0025,MOLD-0025,MOLDING_LINE_3,5.136396976291964,0.6710164073434198,52.54191267440952,32.15782853986609
2026-03-01 01:38:09,BATCH-20260301-0026,MOLD-0026,MOLDING_LINE_1,2.1885751141204057,0.7545641645055121,81.43559810763267,40.17141382329406
2026-03-01 08:16:09,BATCH-20260301-0027,MOLD-0027,MOLDING_LINE_1,7.445398843556558,0.59971689165955,91.03829230356297,45.11102277086097
2026-02-28 22:33:48,BATCH-20260301-0028,MOLD-0028,MOLDING_LINE_3,3.3727889929497348,0.5307919639315172,78.9751452913768,33.22442574508009
2026-03-01 05:29:39,BATCH-20260301-0029,MOLD-0029,MOLDING_LINE_2,7.578185914055439,0.8232481518257668,113.34037565104234,47.429211803754356
2026-03-01 11:30:41,BATCH-20260301-0030,MOLD-0030,MOLDING_LINE_3,6.822032461394687,0.5746280235544143,139.25589984899779,40.786844838313016
2026-02-28 19:49:21,BATCH-20260301-0031,MOLD-0031,MOLDING_LINE_3,6.844640930984375,0.8584365199693973,81.80034749718638,32.201038490553536
2026-03-01 13:11:32,BATCH-20260301-0032,MOLD-0032,MOLDING_LINE_1,3.36761097525165,0.6708431154505026,131.80147659224932,47.21461166512687
2026-02-28 17:15:30,BATCH-20260301-0033,MOLD-0033,MOLDING_LINE_2,2.041712783187144,0.7042989210310263,91.7411003148779,34.442156209414605
2026-02-28 09:21:37,BATCH-20260301-0034,MOLD-0034,MOLDING_LINE_1,2.7191922040020966,0.6350460685614512,144.2909703912519,36.464058640415104
2026-03-01 09:05:09,BATCH-20260301-0035,MOLD-0035,MOLDING_LINE_3,5.112743730460196,0.7812075835580712,86.3629602379294,49.435641654419214
2026-02-28 21:26:33,BATCH-20260301-0036,MOLD-0036,MOLDING_LINE_2,7.774683769652667,0.6007129183301456,99.72485058923854,36.017566196335395
2026-03-01 08:05:06,BATCH-20260301-0037,MOLD-0037,MOLDING_LINE_1,3.7090429662648057,0.5147547789418131,110.95643339798968,40.05358046457723
2026-03-01 17:00:40,BATCH-20260301-0038,MOLD-0038,MOLDING_LINE_2,2.3088725074999363,0.6114585856946446,140.82658859666537,34.79123781333945
2026-02-28 17:56:08,BATCH-20260301-0039,MOLD-0039,MOLDING_LINE_1,2.8693692325473386,0.6957811041110252,148.56504541106005,34.84110543023001
2026-02-28 20:51:41,BATCH-20260301-0040,MOLD-0040,MOLDING_LINE_3,6.032813284435271,0.804647846131487,73.76375439923997,44.56432697223719
2026-03-01 11:31:22,BATCH-20260301-0041,MOLD-0041,MOLDING_LINE_3,4.20669879631552,0.7529223322374319,113.35297107608946,40.71549368149517
2026-03-01 04:35:09,BATCH-20260301-0042,MOLD-0042,MOLDING_LINE_1,2.54173862032645,0.8341209982356952,82.07800649717359,33.73037020799708
2026-02-28 10:03:41,BATCH-20260301-0043,MOLD-0043,MOLDING_LINE_3,2.2446508493285835,0.7363571772752967,117.75643618422824,30.331756578557123
2026-02-28 21:32:14,BATCH-20260301-0044,MOLD-0044,MOLDING_LINE_1,5.072558349795686,0.5905983100791752,114.51727904094498,33.48732858009983
2026-03-01 10:48:15,BATCH-20260301-0045,MOLD-0045,MOLDING_LINE_1,6.145626428614795,0.654694138520215,143.67299887367346,32.75041888291987
2026-03-01 04:06:59,BATCH-20260301-0046,MOLD-0046,MOLDING_LINE_3,4.046398106301551,0.5453894084962356,142.4693618278563,47.54678706761962
2026-02-28 20:05:14,BATCH-20260301-0047,MOLD-0047,MOLDING_LINE_1,3.5476497662909336,0.7639936184136716,131.7222200201216,41.10401623198925
2026-03-01 07:21:53,BATCH-20260301-0048,MOLD-0048,MOLDING_LINE_3,5.177903470136039,0.5967409163601807,59.31027678058992,47.944315159066534
2026-03-01 00:58:48,BATCH-20260301-0049,MOLD-0049,MOLDING_LINE_1,7.402508342979983,0.7532405829093072,83.90297910487007,36.98419149225322
2026-03-01 06:51:29,BATCH-20260301-0050,MOLD-0050,MOLDING_LINE_3,6.355734073221436,0.8588441039810308,138.70864242651174,45.597510917152476
2026-02-28 23:06:48,BATCH-20260301-0051,MOLD-0051,MOLDING_LINE_2,5.852189876925727,0.5336559859980196,66.16287140946137,47.97108377054158
2026-02-28 15:00:06,BATCH-20260301-0052,MOLD-0052,MOLDING_LINE_3,5.638574357957539,0.5036788206466518,60.14715428660321,43.27003538216111
2026-03-01 02:32:15,BATCH-20260301-0053,MOLD-0053,MOLDING_LINE_1,2.030369503077312,0.5643232205669995,104.87337893665861,43.83790395385387
2026-02-28 15:20:18,BATCH-20260301-0054,MOLD-0054,MOLDING_LINE_2,5.911767557015603,0.5897077237842239,121.2179221347536,34.744981749936
2026-03-01 10:57:36,BATCH-20260301-0055,MOLD-0055,MOLDING_LINE_3,3.9523981889556064,0.7985965620472097,114.96328990472146,46.98446820988356
2026-03-01 12:46:33,BATCH-20260301-0056,MOLD-0056,MOLDING_LINE_3,5.94567735380206,0.7273234413341887,59.36747678280925,37.35431606118867
2026-03-01 15:01:01,BATCH-20260301-0057,MOLD-0057,MOLDING_LINE_3,3.5912142060903527,0.5975958573516335,147.30105547524454,37.861954493335205
2026-02-28 16:56:26,BATCH-20260301-0058,MOLD-0058,MOLDING_LINE_2,7.35227933106268,0.7524554503989052,129.48113035416486,40.052741862103844
2026-03-01 09:20:55,BATCH-20260301-0059,MOLD-0059,MOLDING_LINE_1,5.461423307758155,0.6970070775275455,69.52429877980445,44.44904230523011
2026-02-28 20:07:47,BATCH-20260301-0060,MOLD-0060,MOLDING_LINE_1,3.6846341746451348,0.5097263865725815,114.54722959071678,33.54221358814098
2026-03-01 10:55:52,BATCH-20260301-0061,MOLD-0061,MOLDING_LINE_2,7.642751506117486,0.881571430801035,141.48643902204486,37.40317400510889
2026-03-01 23:04:09,BATCH-20260301-0062,MOLD-0062,MOLDING_LINE_3,2.0927396991732046,0.8713274250350902,92.81841483173143,49.33309638087339
2026-02-28 20:42:36,BATCH-20260301-0063,MOLD-0063,MOLDING_LINE_3,7.7817198625355175,0.841203782186944,79.44488920695856,37.7019545720385
2026-02-28 12:30:38,BATCH-20260301-0064,MOLD-0064,MOLDING_LINE_3,7.106820029101142,0.6267688020625111,66.94927466860925,41.136025249167005
2026-02-28 18:34:12,BATCH-20260301-0065,MOLD-0065,MOLDING_LINE_2,7.616928644964686,0.7784119186699892,107.0061170089365,31.943529875415372
2026-03-01 15:34:16,BATCH-20260301-0066,MOLD-0066,MOLDING_LINE_3,5.690043360195018,0.8960215400417053,64.0084015236524,40.36659304727473
2026-03-01 14:14:52,BATCH-20260301-0067,MOLD-0067,MOLDING_LINE_2,7.264238431567732,0.7963074471016818,119.7015740995268,44.049681679742186
2026-03-01 15:42:19,BATCH-20260301-0068,MOLD-0068,MOLDING_LINE_3,4.156946907318531,0.6174367377057973,130.93611554785136,46.20226789358362
2026-02-28 23:20:02,BATCH-20260301-0069,MOLD-0069,MOLDING_LINE_2,7.202433911480622,0.8652962210225885,101.13423988609378,40.03032589374399
2026-03-01 02:13:51,BATCH-20260301-0070,MOLD-0070,MOLDING_LINE_2,6.789771073800651,0.7599855723111061,120.19668772577033,45.91585338872202
2026-03-01 07:23:37,BATCH-20260301-0071,MOLD-0071,MOLDING_LINE_1,7.340032050905398,0.6351980627406143,87.55829526399441,31.87963879681738
2026-02-28 18:04:01,BATCH-20260301-0072,MOLD-0072,MOLDING_LINE_1,5.469680845977043,0.5143769095186969,96.55980181324603,40.852892694151535
2026-02-28 09:30:54,BATCH-20260301-0073,MOLD-0073,MOLDING_LINE_3,3.7192475127697064,0.7363333042276043,53.05002499390494,30.746963774984287
2026-03-01 05:44:06,BATCH-20260301-0074,MOLD-0074,MOLDING_LINE_2,6.9356033639579495,0.6440762565645052,62.70605126518848,40.444865201096086
2026-03-01 04:09:13,BATCH-20260301-0075,MOLD-0075,MOLDING_LINE_3,6.619961318591665,0.5863284109987372,112.28904758190004,31.70694929987536
2026-02-28 22:06:04,BATCH-20260301-0076,MOLD-0076,MOLDING_LINE_2,2.310090327011646,0.7125418526272592,104.06351216101065,42.74859802996413
2026-03-01 09:07:08,BATCH-20260301-0077,MOLD-0077,MOLDING_LINE_1,6.35654800233597,0.8903408317850139,101.63003483011954,36.45912945882492
2026-03-01 18:46:27,BATCH-20260301-0078,MOLD-0078,MOLDING_LINE_1,6.771117168612222,0.6083329005048297,93.8971420705636,31.56912762684532
2026-02-28 23:24:08,BATCH-20260301-0079,MOLD-0079,MOLDING_LINE_1,2.152104460492745,0.8850593658711701,133.59801205122056,43.919484121873964
2026-02-28 15:37:55,BATCH-20260301-0080,MOLD-0080,MOLDING_LINE_2,4.45371766648562,0.5693177280283384,65.6437042671086,35.004857963291904
2026-03-01 03:35:59,BATCH-20260301-0081,MOLD-0081,MOLDING_LINE_2,5.295359988236723,0.785838369080025,116.01973767177313,35.598677938918854
2026-03-01 10:03:53,BATCH-20260301-0082,MOLD-0082,MOLDING_LINE_1,7.729191683979165,0.7951587666783074,105.43540525114007,42.234414924687044
2026-02-28 18:44:07,BATCH-20260301-0083,MOLD-0083,MOLDING_LINE_3,4.517600374566739,0.599092395800463,85.59726786512616,45.15692220928738
2026-03-01 21:58:49,BATCH-20260301-0084,MOLD-0084,MOLDING_LINE_3,2.086360931778535,0.5464290562027665,54.600264202175275,30.814576046379404
2026-02-28 14:19:19,BATCH-20260301-0085,MOLD-0085,MOLDING_LINE_3,7.132763504066043,0.7814631437520094,97.41738290873252,31.95668321302003
2026-03-01 00:29:37,BATCH-20260301-0086,MOLD-0086,MOLDING_LINE_3,4.949695250700994,0.6893887083122263,67.32018699100152,38.677032984759464
2026-03-01 07:45:18,BATCH-20260301-0087,MOLD-0087,MOLDING_LINE_1,4.39102840638424,0.7463400392208865,113.50936508676438,30.90608019544089
